gene_id	Apoly_gene	gene_symbol
g39008	Apoly003704	ORML2_HUMAN
g39009	Apoly003705	No_ID
g39010	Apoly003706	PAN2_CHICK
g39011	Apoly003707	SPAS2_HUMAN
g39013	Apoly003709	PYM1A_SALSA
g39014	Apoly003710	MMP19_HUMAN
g39015	Apoly003711	TM198_XENTR
g39016	Apoly003712	TRFR_MOUSE
g39017	Apoly003713	S13A3_HUMAN
g39018	Apoly003714	No_ID
g39020	Apoly003715	TCF15_CHICK
g39021	Apoly003716	SRXN1_HUMAN
g39022	Apoly003717	SCRT1_MOUSE
g39025	Apoly003718	S5A3A_DANRE
g39026	Apoly003719	UB2V1_HUMAN
g39027	Apoly003720	TM189_HUMAN
g39029	Apoly003721	CEBPB_HUMAN
g39030	Apoly003722	PTN1_CHICK
g39031	Apoly003723	KLH12_DANRE
g39032	Apoly003724	KD5BB_DANRE
g39033	Apoly003725	RAP1B_XENTR
g39034	Apoly003726	XKR7_HUMAN
g39035	Apoly003727	CABL2_HUMAN
g39036	Apoly003728	ADRM1_CHICK
g39037	Apoly003729	OSBL1_RAT
g39038	Apoly003730	SOGA1_MOUSE
g39039	Apoly003731	CF226_MOUSE
g39040	Apoly003732	DNM3A_HUMAN
g39043	Apoly003733	NOL4_HUMAN
g39045	Apoly003734	PDPFA_DANRE
g39046	Apoly003735	TPD54_RAT
g39047	Apoly003736	DNJC5_XENLA
g39049	Apoly003737	GID8A_DANRE
g3905	Apoly014272	ILRL1_HUMAN
g39050	Apoly003738	S17A9_MOUSE
g39051	Apoly003739	YTHD1_HUMAN
g39052	Apoly003740	NKAI4_XENTR
g39053	Apoly003741	No_ID
g39054	Apoly003742	UCKL1_HUMAN
g39055	Apoly003743	SAM10_HUMAN
g39056	Apoly003744	EMIL3_HUMAN
g39058	Apoly003745	SYBU_MOUSE
g39059	Apoly003746	FKB1A_XENLA
g39060	Apoly003747	NLS1_XENTR
g39061	Apoly003748	F110B_DANRE
g39062	Apoly003749	PRIC3_HUMAN
g39063	Apoly003750	PLP2_RAT
g39064	Apoly003751	SYPH_HUMAN
g39065	Apoly003752	CAC1F_HUMAN
g39066	Apoly003753	TI17B_HUMAN
g39067	Apoly003754	PQBP1_RAT
g39068	Apoly003755	GPKOW_DANRE
g39069	Apoly003756	MAGI2_RAT
g39070	Apoly003757	IQEC2_HUMAN
g39071	Apoly003758	KDM5C_HUMAN
g39072	Apoly003759	PDZD4_MOUSE
g39074	Apoly003760	PORCN_MOUSE
g39075	Apoly003761	WDR13_PANTR
g39076	Apoly003762	GP173_DANRE
g39077	Apoly003763	No_ID
g39078	Apoly003764	PPR3A_RABIT
g39079	Apoly003765	TSYL1_BOVIN
g3908	Apoly014273	ZC12C_HUMAN
g39080	Apoly003766	SEM3F_HUMAN
g39081	Apoly003767	WASP_HUMAN
g39083	Apoly003768	S38A3_HUMAN
g39084	Apoly003769	APEX2_BOVIN
g39085	Apoly003770	BICD2_HUMAN
g39086	Apoly003771	NT5D2_RAT
g39087	Apoly003772	RPGP1_HUMAN
g39089	Apoly003773	AKIP_MOUSE
g3909	Apoly014274	RADI_BOVIN
g39090	Apoly003774	MXRA8_CHICK
g39091	Apoly003775	DVL1_RAT
g39092	Apoly003776	TNR5_MOUSE
g39093	Apoly003777	CCD50_CHICK
g39094	Apoly003778	UTS2_PLAFE
g39095	Apoly003779	CMTA1_HUMAN
g39097	Apoly003780	DJC11_MOUSE
g39098	Apoly003781	FBX6_BOVIN
g39099	Apoly003782	CDC42_RAT
g391	Apoly018375	KCNG3_RAT
g3910	Apoly014275	RHG20_HUMAN
g39100	Apoly003783	CLM3_MOUSE
g39101	Apoly003784	MFD4B_DANRE
g39102	Apoly003785	P2012_DANRE
g39104	Apoly003786	P2012_DANRE
g39105	Apoly003787	CHIA_RAT
g39106	Apoly003788	CHIA_RAT
g39107	Apoly003789	CHIA_RAT
g39108	Apoly003790	NFASC_HUMAN
g39109	Apoly003791	PLPL8_RABIT
g39110	Apoly003792	Y5010_ARATH
g39111	Apoly003793	MOT2_HUMAN
g39112	Apoly003794	F19A1_HUMAN
g39113	Apoly003795	F19A4_MACFA
g39114	Apoly003796	UBA3_DANRE
g39115	Apoly003797	PRAF3_PONAB
g39116	Apoly003798	LMOD3_DANRE
g39117	Apoly003799	LMOD3_DANRE
g39119	Apoly003801	MITF_MOUSE
g39120	Apoly003802	CETA_ACTSX
g39121	Apoly003803	FXP1B_DANRE
g39122	Apoly003804	PP4R2_CHICK
g39123	Apoly003805	GUC1B_LITPI
g39124	Apoly003806	SYT1_PONAB
g39125	Apoly003807	MYPT1_HUMAN
g39126	Apoly003808	MYPT1_CHICK
g39128	Apoly003809	IGFN1_HUMAN
g39129	Apoly003810	GRM4_MACFA
g3913	Apoly014276	RNF17_MOUSE
g39132	Apoly003812	HMGA1_CRIGR
g39133	Apoly003813	CC018_HUMAN
g39134	Apoly003814	PACN1_DANRE
g39135	Apoly003815	SPDEF_HUMAN
g39136	Apoly003816	CF106_DANRE
g39137	Apoly003817	URFB1_HUMAN
g39138	Apoly003818	TAF11_PONAB
g3914	Apoly014277	CENPJ_HUMAN
g39140	Apoly003819	ANS1A_MOUSE
g39142	Apoly003820	SARG_HUMAN
g39143	Apoly003821	SCUB3_MOUSE
g39145	Apoly003822	CR1_HUMAN
g39146	Apoly003823	F262_HUMAN
g39147	Apoly003824	DLGP4_HUMAN
g3915	Apoly014278	TTF2_HUMAN
g39151	Apoly003826	PCBP2_MOUSE
g39152	Apoly003827	M3K12_MOUSE
g39153	Apoly003828	AAAS_HUMAN
g39154	Apoly003829	CO2A1_CHICK
g39156	Apoly003831	No_ID
g39157	Apoly003832	CO2A1_XENLA
g39159	Apoly003833	GLSK_HUMAN
g3916	Apoly014279	MPP8_HUMAN
g39160	Apoly003834	SPRY4_MOUSE
g39161	Apoly003835	ASIC1_OPSTA
g39162	Apoly003836	GPDA_TAKRU
g39163	Apoly003837	G6PD_TAKRU
g39164	Apoly003838	ADCY6_HUMAN
g39166	Apoly003840	CACB4_HUMAN
g39168	Apoly003841	DDX23_HUMAN
g39169	Apoly003842	RND1_HUMAN
g39170	Apoly003843	PRI1_MOUSE
g39171	Apoly003844	ST1S1_DANRE
g39173	Apoly003846	ST1S3_DANRE
g39174	Apoly003847	LORF1_HUMAN
g39176	Apoly003848	ST1S3_DANRE
g39177	Apoly003849	ST1S3_DANRE
g39178	Apoly003850	WDR46_CANLF
g39179	Apoly003851	YI036_HUMAN
g3918	Apoly014280	ZMYM2_PONAB
g39180	Apoly003852	NR2C2_HUMAN
g39181	Apoly003853	RT25_BOVIN
g39185	Apoly003854	RBNS5_HUMAN
g39186	Apoly003855	TRH_ONCNE
g39188	Apoly003856	TMCC1_MOUSE
g39191	Apoly003857	PLXD1_HUMAN
g39192	Apoly003858	OPSD_RABIT
g39193	Apoly003859	IF122_DANRE
g39194	Apoly003860	MBD4_MOUSE
g39195	Apoly003861	No_ID
g39196	Apoly003862	CREL1_RAT
g39197	Apoly003863	I17RC_MOUSE
g39198	Apoly003864	I17RE_MOUSE
g39199	Apoly003865	BRPF1_MOUSE
g3920	Apoly014281	CXA3_HUMAN
g39200	Apoly003866	WNK2_HUMAN
g39201	Apoly003867	NINJ1_HUMAN
g39202	Apoly003868	CAR19_BOVIN
g39203	Apoly003869	SUSD3_HUMAN
g39204	Apoly003870	FGD3_HUMAN
g39206	Apoly003871	LITD1_MOUSE
g39208	Apoly003872	BICD2_HUMAN
g39209	Apoly003873	PTPC1_DANRE
g3921	Apoly014282	CXA3_CHICK
g39210	Apoly003874	FBW12_HUMAN
g39211	Apoly003875	WNT7A_MOUSE
g39212	Apoly003876	FBLN2_HUMAN
g39213	Apoly003877	PO210_RAT
g39215	Apoly003878	IQEC1_MOUSE
g39218	Apoly003879	GPIX_MOUSE
g39219	Apoly003880	HDHD5_HUMAN
g3922	Apoly014283	CXB6_CHICK
g39220	Apoly003881	CNBP_BOVIN
g39221	Apoly003882	RAF1_CHICK
g39222	Apoly003883	SYN2_MOUSE
g39223	Apoly003884	VGLL4_MOUSE
g39225	Apoly003885	SC6A1_HUMAN
g39226	Apoly003886	TNNC1_PIG
g39227	Apoly003887	DUS7_HUMAN
g39228	Apoly003888	HEM1_BOVIN
g3923	Apoly014284	CRYL1_HUMAN
g39230	Apoly003889	BMP7_MOUSE
g39231	Apoly003890	IRF4_MOUSE
g39232	Apoly003891	ATX1_RAT
g39236	Apoly003892	DTBP1_RAT
g39237	Apoly003893	CAD26_HUMAN
g39238	Apoly003894	CAD26_MOUSE
g39239	Apoly003895	MTG2_PONAB
g3924	Apoly014285	IFT88_MOUSE
g39240	Apoly003896	CREST_MOUSE
g39241	Apoly003897	LS14B_MOUSE
g39242	Apoly003898	TAF4_HUMAN
g39243	Apoly003899	TAF4_HUMAN
g39249	Apoly003900	CADH4_MOUSE
g39253	Apoly003901	KCNK9_XENLA
g39254	Apoly003902	OGFR_RAT
g39255	Apoly003903	CO9A3_CHICK
g39256	Apoly003904	TCFL5_HUMAN
g39258	Apoly003906	No_ID
g39259	Apoly003907	DIDO1_MOUSE
g3926	Apoly014286	IL17D_HUMAN
g39260	Apoly003908	PKCB1_HUMAN
g39262	Apoly003909	TR1L1_XENLA
g39265	Apoly003910	NCOA3_HUMAN
g39266	Apoly003911	RBM38_HUMAN
g39268	Apoly003912	MIP_LITPI
g39269	Apoly003913	AQP4_NOTAL
g39270	Apoly003914	BAZ2A_XENLA
g39271	Apoly003915	TEBP_RABIT
g39272	Apoly003916	NACA_ORENI
g39273	Apoly003917	ST1S3_DANRE
g39274	Apoly003918	PRRT3_MOUSE
g39277	Apoly003919	OGG1_MOUSE
g39278	Apoly003920	SYQ_BOVIN
g39279	Apoly003921	QRIC1_BOVIN
g3928	Apoly014287	EFMT1_CHICK
g39280	Apoly003922	PTPRB_HUMAN
g39281	Apoly003923	No_ID
g39282	Apoly003924	PRIC2_HUMAN
g39283	Apoly003925	OPSD_MULSU
g39284	Apoly003926	MAGI1_HUMAN
g39285	Apoly003927	MAGI1_RAT
g39286	Apoly003928	MAGI1_RAT
g39287	Apoly003929	RENI_CANLF
g39288	Apoly003930	FMOD_BOVIN
g39289	Apoly003931	MAPK2_MOUSE
g39290	Apoly003932	EIF2D_HUMAN
g39291	Apoly003933	S12A5_HUMAN
g39292	Apoly003934	RHBG_XENTR
g39293	Apoly003935	RBM39_PONAB
g39294	Apoly003936	EPAB_XENTR
g39295	Apoly003937	143B1_ONCMY
g39296	Apoly003938	MIME_BOVIN
g39297	Apoly003939	SMIM4_HUMAN
g39298	Apoly003940	KCTD6_DANRE
g39299	Apoly003941	ABHD6_RAT
g393	Apoly018376	COX7R_HUMAN
g3930	Apoly014289	XPO4_DANRE
g39300	Apoly003942	SLMAP_HUMAN
g39301	Apoly003943	CERS5_HUMAN
g39302	Apoly003944	K2C8_DANRE
g39303	Apoly003945	No_ID
g39304	Apoly003946	No_ID
g39305	Apoly003947	DNSL3_HUMAN
g39306	Apoly003948	ABTB1_MOUSE
g39307	Apoly003949	SC6A6_CANLF
g39308	Apoly003950	GRIP2_XENLA
g39309	Apoly003951	RL32_ICTPU
g3931	Apoly014290	No_ID
g39310	Apoly003952	DCAF1_HUMAN
g39311	Apoly003953	DOCK3_HUMAN
g39312	Apoly003954	PCBP4_MOUSE
g39314	Apoly003955	DAG1_PIG
g39315	Apoly003956	GRM7_HUMAN
g39318	Apoly003957	AMGO3_MOUSE
g39319	Apoly003958	TASOR_MOUSE
g39320	Apoly003959	ASB14_HUMAN
g39321	Apoly003960	DYH7_RAT
g39323	Apoly003961	DYH12_MOUSE
g39324	Apoly003962	S17A9_MOUSE
g39328	Apoly003963	BHE23_MOUSE
g3933	Apoly014291	PLCL1_HUMAN
g39330	Apoly003964	YTHD1_HUMAN
g39331	Apoly003965	BIR7A_XENLA
g39332	Apoly003966	NKAI3_XENTR
g39335	Apoly003967	LIME1_MOUSE
g39336	Apoly003968	ZN704_HUMAN
g39337	Apoly003969	ZN704_HUMAN
g39339	Apoly003971	UCKL1_HUMAN
g3934	Apoly014292	IL1R1_RAT
g39340	Apoly003972	Z512B_HUMAN
g39341	Apoly003973	SAM10_HUMAN
g39342	Apoly003974	PRP6_MOUSE
g39343	Apoly003975	No_ID
g39344	Apoly003976	AAR2_HUMAN
g39347	Apoly003977	EMIL3_HUMAN
g39348	Apoly003978	B4GT5_MOUSE
g3935	Apoly014293	IL1R1_RAT
g39350	Apoly003980	RTJK_DROFU
g39351	Apoly003981	CFDP2_TRAJA
g39353	Apoly003982	OPN5_MOUSE
g39354	Apoly003983	SPAT2_HUMAN
g39355	Apoly003984	RN114_RAT
g39359	Apoly003985	MAFB_DANRE
g39365	Apoly003987	DHX35_HUMAN
g39366	Apoly003988	RAB5I_MOUSE
g39367	Apoly003989	ZHX3_HUMAN
g39368	Apoly003990	PLCG1_BOVIN
g3937	Apoly014294	PIM1_BOVIN
g39370	Apoly003991	TOP1_HUMAN
g39371	Apoly003992	NCOA6_MOUSE
g39372	Apoly003993	GGT7_HUMAN
g39373	Apoly003994	T53I2_MOUSE
g39374	Apoly003995	SNAI2_XENLA
g39377	Apoly003996	SAMH1_DANRE
g39378	Apoly003997	SAMH1_HUMAN
g3938	Apoly014295	IL1R2_MOUSE
g39382	Apoly003998	SAMH1_DANRE
g39384	Apoly003999	SAMH1_HUMAN
g39385	Apoly004000	NUAK1_MOUSE
g39386	Apoly004001	BMPR2_HUMAN
g39387	Apoly004002	KBTBC_DANRE
g39388	Apoly004003	S26A6_MOUSE
g39389	Apoly004004	SC6A8_HUMAN
g39390	Apoly004005	P4HTM_MOUSE
g39391	Apoly004006	CDK17_HUMAN
g39392	Apoly004007	OPSP_ICTPU
g39393	Apoly004008	DDX20_DANRE
g39394	Apoly004009	DRD2_PANTR
g39395	Apoly004010	KCND3_MOUSE
g39396	Apoly004011	C340_ORYLA
g39397	Apoly004012	CT2NL_HUMAN
g39398	Apoly004013	CAZA1_HUMAN
g39399	Apoly004014	ACPH_RAT
g394	Apoly018377	PIGF_HUMAN
g39400	Apoly004015	TLR7_MOUSE
g39402	Apoly004016	ERC2_MOUSE
g39403	Apoly004017	WNT5A_RABIT
g39404	Apoly004018	CA2D3_HUMAN
g39405	Apoly004019	LRTM1_HUMAN
g39407	Apoly004020	CA2D3_RAT
g39409	Apoly004021	VAS1_BOVIN
g3941	Apoly014296	No_ID
g39410	Apoly004022	B4GT3_BOVIN
g39412	Apoly004023	PGS1_MOUSE
g39413	Apoly004024	ECM2_BOVIN
g39414	Apoly004025	TKTL2_MOUSE
g39415	Apoly004026	LRC23_HUMAN
g39416	Apoly004027	RBM10_MOUSE
g39417	Apoly004028	RHOAC_DANRE
g39418	Apoly004029	UBP21_RAT
g39419	Apoly004030	ARHG3_CHICK
g39420	Apoly004031	UBA1_RABIT
g39421	Apoly004032	GHC1_HUMAN
g39422	Apoly004033	CD9_MOUSE
g39423	Apoly004034	NTF7_DANRE
g39425	Apoly004035	KCNA3_HUMAN
g39428	Apoly004036	KCNA2_RABIT
g39429	Apoly004037	KCA10_CHICK
g3943	Apoly014297	IL1R2_HUMAN
g39430	Apoly004038	PLPL2_MOUSE
g39431	Apoly004039	ETV7_HUMAN
g39432	Apoly004040	UBE2T_DANRE
g39433	Apoly004041	LGR6_DANRE
g39434	Apoly004042	SPIC_MOUSE
g39435	Apoly004043	AA3R_BOVIN
g39437	Apoly004045	TEAD3_CHICK
g39438	Apoly004046	PKP1_BOVIN
g39439	Apoly004047	TNNT2_RAT
g3944	Apoly014298	M4K4_HUMAN
g39440	Apoly004048	LAD1_MOUSE
g39441	Apoly004049	TNNI1_RABIT
g39442	Apoly004050	PHLA3_DANRE
g39443	Apoly004051	CSRP2_MOUSE
g39444	Apoly004052	NAV1_MOUSE
g39446	Apoly004053	MYBPH_MOUSE
g39447	Apoly004054	OBSCN_MOUSE
g39448	Apoly004055	ABEC2_BOVIN
g39449	Apoly004056	ZBED6_MOUSE
g3945	Apoly014299	LONF2_HUMAN
g39450	Apoly004057	CC115_DANRE
g39451	Apoly004058	EBP_HUMAN
g39452	Apoly004059	FKBPL_MOUSE
g39454	Apoly004061	WNT2B_CHICK
g39456	Apoly004062	M10B2_DANRE
g39457	Apoly004063	RHOAD_DANRE
g39458	Apoly004064	F19A2_HUMAN
g3946	Apoly014300	NMS_MOUSE
g39461	Apoly004065	No_ID
g39462	Apoly004066	CSAD_HUMAN
g39463	Apoly004067	ZN740_MOUSE
g39464	Apoly004068	COPZ1_PONAB
g39465	Apoly004069	NFE2_RAT
g39466	Apoly004070	ROA1_PANTR
g39467	Apoly004071	CBX5_HUMAN
g3947	Apoly014301	PDCL3_RAT
g39470	Apoly004072	HXC1A_DANRE
g39472	Apoly004073	HXC3A_DANRE
g39473	Apoly004074	HXC4A_TAKRU
g39474	Apoly004075	HXC5A_TAKRU
g39475	Apoly004076	HXC6A_TAKRU
g39476	Apoly004077	HXC8A_DANRE
g39477	Apoly004078	HXC9_ORYLA
g39478	Apoly004079	HXCAA_TAKRU
g39479	Apoly004080	HXCBA_TAKRU
g39480	Apoly004081	HXCCA_TAKRU
g39481	Apoly004082	HXCDA_TAKRU
g39483	Apoly004083	CACO1_DANRE
g39484	Apoly004084	RARGA_DANRE
g39485	Apoly004085	RARGA_DANRE
g39487	Apoly004086	NR1D2_HUMAN
g39488	Apoly004087	MFSD5_TAKRU
g39489	Apoly004088	LFG2_HUMAN
g3949	Apoly014303	TBCD8_MOUSE
g39490	Apoly004089	SENP1_HUMAN
g39491	Apoly004090	RBMS2_HUMAN
g39494	Apoly004091	LRP1_CHICK
g39495	Apoly004092	GALR1_RAT
g39496	Apoly004093	LRP1_CHICK
g39497	Apoly004094	FMNL3_DANRE
g39498	Apoly004095	ESYT1_RAT
g395	Apoly018378	CRIPT_DANRE
g3950	Apoly014304	NEBU_HUMAN
g39500	Apoly004097	PA2G4_MOUSE
g39501	Apoly004098	ERBB3_HUMAN
g39502	Apoly004099	ARF3_TAKRU
g39503	Apoly004100	WN10B_DANRE
g39504	Apoly004101	WNT1_DANRE
g39505	Apoly004102	IKZF4_MOUSE
g39506	Apoly004103	DJC22_XENTR
g39507	Apoly004104	LMBRL_DANRE
g39509	Apoly004106	SHH_CHICK
g3951	Apoly014305	CACB4_HUMAN
g39510	Apoly004107	ACV1B_RAT
g39512	Apoly004108	ACVL1_PONAB
g39513	Apoly004109	AN33B_MOUSE
g39516	Apoly004110	ARHGP_HUMAN
g39517	Apoly004111	SP5_MOUSE
g39519	Apoly004112	S26A5_RAT
g39520	Apoly004113	B4GN1_HUMAN
g39521	Apoly004114	C1GTA_DANRE
g39522	Apoly004115	C1GTB_DANRE
g39523	Apoly004116	No_ID
g39525	Apoly004117	Z385A_HUMAN
g39527	Apoly004118	NDF4_CHICK
g39529	Apoly004119	MYL6_RAT
g39530	Apoly004120	C1QL3_MOUSE
g39533	Apoly004121	PUT2_TAKRU
g39534	Apoly004122	CAC1S_CYPCA
g39535	Apoly004123	SMC1A_MOUSE
g39536	Apoly004124	RIBC1_BOVIN
g39537	Apoly004125	L1CAM_TAKRU
g39540	Apoly004126	HUWE1_HUMAN
g39541	Apoly004127	PHF8_DANRE
g39542	Apoly004128	WNK3_MOUSE
g39543	Apoly004129	WNK3_HUMAN
g39544	Apoly004130	FAM3A_MOUSE
g39545	Apoly004131	IDHG1_MOUSE
g39547	Apoly004132	V2R_PIG
g39548	Apoly004133	SSRD_RAT
g39549	Apoly004134	SRGP3_HUMAN
g39550	Apoly004135	CERK1_HUMAN
g39551	Apoly004136	G6PD_TAKRU
g39552	Apoly004137	GALT6_MOUSE
g39554	Apoly004138	GALT6_MOUSE
g39555	Apoly004139	ADCY6_HUMAN
g39557	Apoly004140	CACB4_HUMAN
g39559	Apoly004141	RND1_HUMAN
g3956	Apoly014306	STAM2_HUMAN
g39561	Apoly004142	DTX3_PONAB
g39562	Apoly004143	DTX3_MOUSE
g39564	Apoly004144	TEBP_RABIT
g39565	Apoly004145	MIP_LITPI
g39567	Apoly004146	STAT6_HUMAN
g39568	Apoly004147	No_ID
g39569	Apoly004148	FIGN_MOUSE
g3957	Apoly014307	HACD2_MOUSE
g39570	Apoly004149	FIGN_DANRE
g39572	Apoly004151	GLUC_CARAU
g39574	Apoly004152	SCN8A_RAT
g39576	Apoly004153	TM11D_RAT
g39577	Apoly004154	DI2BA_DANRE
g39579	Apoly004155	ASB8_MOUSE
g39580	Apoly004156	PFKAM_HORSE
g39581	Apoly004157	No_ID
g39582	Apoly004158	DEFI6_XENLA
g39584	Apoly004159	DEFI6_DANRE
g39585	Apoly004160	PPARD_HUMAN
g39586	Apoly004161	No_ID
g39587	Apoly004162	FANCE_HUMAN
g39588	Apoly004163	RL10A_ICTPU
g39589	Apoly004164	LRMP_HUMAN
g39590	Apoly004165	INAVA_MOUSE
g39592	Apoly004166	F107B_MOUSE
g39593	Apoly004167	K1324_MOUSE
g39594	Apoly004168	K1324_HUMAN
g39595	Apoly004169	MK14A_DANRE
g39596	Apoly004170	SRPK1_HUMAN
g39597	Apoly004171	LHPL5_CHICK
g396	Apoly018379	GCH1_MOUSE
g39600	Apoly004172	CPNE5_HUMAN
g39601	Apoly004173	DCR1B_DANRE
g39603	Apoly004174	AA1R_CHICK
g39605	Apoly004175	MMP9_HUMAN
g39606	Apoly004176	ZN335_HUMAN
g39607	Apoly004177	PEPA_RHIFE
g39608	Apoly004178	PROK1_HUMAN
g39609	Apoly004179	LTOR5_PIG
g39610	Apoly004180	MOT5_MOUSE
g39612	Apoly004181	RBM15_HUMAN
g39613	Apoly004182	RBM15_HUMAN
g39614	Apoly004183	RBM15_HUMAN
g39615	Apoly004184	ALX3_MOUSE
g39618	Apoly004185	S6A17_MOUSE
g39619	Apoly004186	KCNC4_HUMAN
g39620	Apoly004187	HSP70_ONCTS
g39621	Apoly004188	SAHH3_HUMAN
g39622	Apoly004189	NFYA_BOVIN
g39623	Apoly004190	NGRN_HUMAN
g39624	Apoly004191	SORT1_DANRE
g39625	Apoly004192	SYPL1_HUMAN
g39626	Apoly004193	AT7L2_HUMAN
g39627	Apoly004194	AMGO1_MOUSE
g39630	Apoly004195	GPR61_MOUSE
g39632	Apoly004196	GNAI3_HUMAN
g39633	Apoly004197	GNAT2_HUMAN
g39634	Apoly004198	AMPD2_RAT
g39635	Apoly004199	GSTM3_HUMAN
g39636	Apoly004200	ES8L3_MOUSE
g39637	Apoly004201	AT5F1_PONAB
g39638	Apoly004202	T3JAM_HUMAN
g39639	Apoly004203	DNSL3_HUMAN
g3964	Apoly014309	SC22A_HUMAN
g39640	Apoly004204	No_ID
g39641	Apoly004205	No_ID
g39643	Apoly004207	WC11_BOVIN
g39645	Apoly004209	S2533_DANRE
g39646	Apoly004210	SPSB1_HUMAN
g3965	Apoly014310	PDIA5_BOVIN
g39650	Apoly004212	GP157_MOUSE
g39651	Apoly004213	GTR5_SHEEP
g39652	Apoly004214	GTR5_BOVIN
g39653	Apoly004215	CAH6_HUMAN
g39654	Apoly004216	ENOA_THUAL
g39658	Apoly004217	RERE_HUMAN
g3966	Apoly014311	PDIA5_MOUSE
g39667	Apoly004218	SAM11_HUMAN
g39669	Apoly004219	SAM11_MOUSE
g3967	Apoly014312	SEM5B_MOUSE
g39670	Apoly004220	NOC2L_MOUSE
g39671	Apoly004221	KLH17_RAT
g39672	Apoly004222	PKHN1_HUMAN
g39673	Apoly004223	PERM1_HUMAN
g39676	Apoly004224	HES4B_XENLA
g39681	Apoly004225	FOXL2_RABIT
g39682	Apoly004226	TM201_DANRE
g39684	Apoly004227	PK3CD_MOUSE
g39685	Apoly004228	CNBP1_MOUSE
g39688	Apoly004229	CSTN1_HUMAN
g39689	Apoly004230	LZIC_HUMAN
g39690	Apoly004231	NMNA1_HUMAN
g39691	Apoly004232	RET7_MOUSE
g39692	Apoly004233	UBE4B_MOUSE
g39693	Apoly004234	UBE4B_MOUSE
g39694	Apoly004235	KIF1C_MOUSE
g39695	Apoly004236	KIF1B_HUMAN
g39696	Apoly004237	KIF1B_HUMAN
g39697	Apoly004238	6PGD_HUMAN
g39699	Apoly004239	TADBP_XENTR
g397	Apoly018380	MSH2_CHLAE
g39700	Apoly004240	CA127_HUMAN
g39705	Apoly004241	CASZ1_MOUSE
g39708	Apoly004242	PEX14_CRILO
g39709	Apoly004243	PEX14_MOUSE
g3971	Apoly014313	SEM5B_HUMAN
g39710	Apoly004244	DFFA_MOUSE
g39711	Apoly004245	MASP1_RAT
g39712	Apoly004246	SMS1B_CARAU
g39713	Apoly004247	SPEE_MOUSE
g39715	Apoly004248	EXOSX_HUMAN
g39716	Apoly004249	CNTN3_RAT
g39718	Apoly004250	NCHL1_HUMAN
g39722	Apoly004251	CNTN4_HUMAN
g39724	Apoly004252	E41L1_MOUSE
g39725	Apoly004253	E41L1_MOUSE
g39727	Apoly004254	EDN3_HUMAN
g39728	Apoly004255	TTLL9_BOVIN
g39729	Apoly004256	F217B_HUMAN
g39730	Apoly004257	SYCP2_HUMAN
g39731	Apoly004258	SYCP2_HUMAN
g39732	Apoly004259	PHAR3_HUMAN
g39736	Apoly004260	PIGT_HUMAN
g39737	Apoly004261	WAP_MACEU
g39738	Apoly004262	TOX2_RAT
g39739	Apoly004263	LAT1_HUMAN
g39741	Apoly004264	NECA1_PONAB
g39742	Apoly004265	HEM0_OPSTA
g39743	Apoly004266	TTC34_XENLA
g39744	Apoly004267	TNR1A_PIG
g39745	Apoly004268	ZN362_HUMAN
g39746	Apoly004269	CCD30_MACFA
g39747	Apoly004270	ZMY12_HUMAN
g39748	Apoly004271	No_ID
g39749	Apoly004272	RIMKB_DANRE
g3975	Apoly014314	CFDP2_TRAJA
g39751	Apoly004274	FOXJ3_HUMAN
g39752	Apoly004275	No_ID
g39754	Apoly004276	PRDM2_RAT
g39755	Apoly004277	KAZRN_HUMAN
g39756	Apoly004278	TMM51_MOUSE
g39757	Apoly004279	CEL2A_HUMAN
g39758	Apoly004280	CTRC_BOVIN
g39759	Apoly004281	CEL2A_HUMAN
g3976	Apoly014315	SEM5B_MOUSE
g39760	Apoly004282	CEL2A_HUMAN
g39772	Apoly004283	MECOM_MOUSE
g39781	Apoly004284	PRD16_HUMAN
g39782	Apoly004285	TPRGL_HUMAN
g39783	Apoly004286	WRP73_HUMAN
g39785	Apoly004287	P73_HUMAN
g39786	Apoly004288	P73_MOUSE
g39787	Apoly004289	RER1_BOVIN
g39788	Apoly004290	TS1R2_PAPHA
g39790	Apoly004291	TS1R1_RAT
g39791	Apoly004292	TS1R1_MOUSE
g39792	Apoly004293	TS1R1_MOUSE
g39794	Apoly004294	HES1A_XENLA
g39795	Apoly004295	GP153_HUMAN
g39796	Apoly004296	BACH_HUMAN
g39797	Apoly004297	HES2_XENLA
g39798	Apoly004298	HES2_XENLA
g398	Apoly018381	FBX11_MOUSE
g39800	Apoly004299	ESPN_HUMAN
g39801	Apoly004300	ARHGG_MOUSE
g39802	Apoly004301	YB3_XENLA
g39804	Apoly004302	PPIH_HUMAN
g39805	Apoly004303	No_ID
g39806	Apoly004304	TAF10_HUMAN
g39807	Apoly004305	YTET_BACSU
g39810	Apoly004307	ERRFI_HUMAN
g39811	Apoly004308	EMC1_CHICK
g39812	Apoly004309	UBR4_HUMAN
g39813	Apoly004310	No_ID
g39815	Apoly004311	HES5_RAT
g39817	Apoly004312	HES5_RAT
g39818	Apoly004313	TS1R1_MOUSE
g39819	Apoly004314	RPR1B_MOUSE
g39820	Apoly004315	TGM2_CHICK
g39824	Apoly004316	TGM2_HUMAN
g39826	Apoly004317	No_ID
g39827	Apoly004318	PKH4B_HUMAN
g39828	Apoly004319	KIF5A_HUMAN
g39829	Apoly004320	KIF5A_MOUSE
g39831	Apoly004322	No_ID
